city_ascii,lat,lng,country,capital,population
Sarauni Kalan,25.7579,86.9392,India,,11011
Cherry Creek,39.6094,-104.8645,United States,,11011
Franklin Lakes,41.0086,-74.2083,United States,,11011
Xinyaoshang,26.835,106.8403,China,,11010
Vijes,3.7,-76.45,Colombia,minor,11010
Schonaich,48.6569,9.0628,Germany,,11010
La Londe-les-Maures,43.1381,6.2344,France,,11010
Pompton Lakes,41.0024,-74.2859,United States,,11010
Regen,48.9667,13.1333,Germany,minor,11009
Solymar,47.591,18.929,Hungary,,11009
Sun Village,34.5596,-117.9558,United States,,11009
Damme,51.25,3.2667,Belgium,,11008
Burgkirchen an der Alz,48.1667,12.7167,Germany,,11008
Walur,19.4872,76.5561,India,,11008
Patu,-6.11,-37.6369,Brazil,minor,11007
Dolhasca,47.4303,26.6094,Romania,,11007
Gernsheim,49.75,8.4833,Germany,,11006
Chinna Annaluru,14.8913,79.6761,India,,11006
Maromme,49.4825,1.0428,France,,11005
Siyana,25.117,72.66,India,,11004
Saucillo,28.0333,-105.2833,Mexico,minor,11004
Neuhof,50.4333,9.6167,Germany,,11003
Almhult,56.55,14.1333,Sweden,minor,11003
Chauki,25.4573,86.4018,India,,11002
Beachwood,39.9286,-74.2022,United States,,11002
Chatham,40.7274,-74.4289,United States,,11001
La Tuque,48.0652,-74.0528,Canada,,11001
Norwich,42.9833,-80.6,Canada,,11001
Cerro Cora,-6.0458,-36.3458,Brazil,minor,11000
Zhamog,29.8595,95.7681,China,minor,11000
Pingcha,26.349,109.3791,China,,11000
Chauke,30.1844,75.3364,India,,11000
Mahad,36.6478,43.4075,Iraq,,11000
Al `Amadiyah,37.0919,43.487,Iraq,minor,11000
Santa Flavia,38.0833,13.5333,Italy,,11000
Abasingammedda,7.3147,80.666,Sri Lanka,,11000
Morafeno,-19.0911,47.0972,Madagascar,,11000
Ambotaka,-21.752,48.0513,Madagascar,,11000
Kalafotsy,-22.2912,47.3149,Madagascar,,11000
Antsoha,-15.8093,48.8245,Madagascar,,11000
Maroambihy,-14.5036,49.8593,Madagascar,,11000
Voloina,-15.568,49.6059,Madagascar,,11000
Ambatomasina,-18.7167,47.45,Madagascar,,11000
Ambodiampana,-16.8213,49.5617,Madagascar,,11000
Antsakanalabe,-15.4019,48.2846,Madagascar,,11000
Antsahabe,-14.807,48.3812,Madagascar,,11000
Antakotako,-15.331,49.8014,Madagascar,,11000
Tsararano,-16.179,46.6763,Madagascar,,11000
Mahazony,-21.9942,47.0146,Madagascar,,11000
Fotsialanana,-16.9218,49.4823,Madagascar,,11000
Ambinanindovoka,-21.9167,47.1,Madagascar,,11000
Ranomafana,-24.573,46.9643,Madagascar,,11000
Ankavandra,-18.7717,45.2935,Madagascar,,11000
Manambolosy,-16.0435,49.6728,Madagascar,,11000
Marotandrano,-16.1795,48.8395,Madagascar,,11000
Ambohidranandriana,-19.8983,47.159,Madagascar,,11000
Tsinjomitondraka,-15.6591,47.1205,Madagascar,,11000
Amporoforo,-22.4884,47.7925,Madagascar,,11000
Ambodimangavolo,-17.5255,48.9641,Madagascar,,11000
Analamitsivalana,-20.316,44.6899,Madagascar,,11000
Bevata,-23.2833,47.2833,Madagascar,,11000
Antsambahara,-14.5041,49.9559,Madagascar,,11000
Androndrona Anava,-15.7632,49.1979,Madagascar,,11000
Sampona,-25.1494,46.3086,Madagascar,,11000
Marolinta,-25.1109,44.6286,Madagascar,,11000
Andranomeva,-15.7987,47.7667,Madagascar,,11000
Miandrarivo,-18.9429,45.9852,Madagascar,,11000
Ambodimanary,-15.2334,48.0037,Madagascar,,11000
Maroamalona,-15.369,48.6747,Madagascar,,11000
Marovantaza,-15.3831,47.6534,Madagascar,,11000
Antanandava,-15.8639,48.8282,Madagascar,,11000
Efatsy-Anandroza,-23.1146,47.6073,Madagascar,,11000
Manandroy,-21.1333,47.262,Madagascar,,11000
Tranomaro,-24.5999,46.4746,Madagascar,,11000
Vinaninkarena,-19.9534,47.0428,Madagascar,,11000
Soaserana,-21.1035,44.2226,Madagascar,,11000
Soamanova,-23.2833,47.6,Madagascar,,11000
Loikaw,19.6742,97.2092,Burma,admin,11000
Side,36.7667,31.3889,Turkey,,11000
Puerto Piritu,10.0667,-65.05,Venezuela,minor,11000
Itirucu,-13.5319,-40.15,Brazil,minor,10999
Gottmadingen,47.7356,8.7767,Germany,,10999
Hadim,36.9883,32.4569,Turkey,minor,10999
North Bellport,40.7868,-72.9457,United States,,10999
Edlapadu,16.1007,80.1339,India,,10996
Bagnan,22.47,87.97,India,,10996
Jagannathpur,25.6573,87.5886,India,,10996
Brandon,43.5928,-96.5799,United States,,10996
Bolivar,37.6059,-93.4175,United States,,10996
Elgin,30.3526,-97.3883,United States,,10996
Sripur,25.5861,86.0803,India,,10995
Patori,25.9665,86.5471,India,,10995
Vengapalli,11.6333,76.0167,India,,10995
Wildau,52.3167,13.6333,Germany,,10994
Llandybie,51.82,-4.001,United Kingdom,,10994
Farkhana,35.2833,-3.0167,Morocco,,10994
Matino,40.0333,18.1333,Italy,,10993
Upanema,-5.6419,-37.2578,Brazil,minor,10991
Dhilwan Kalan,30.5718,74.8655,India,,10991
Meaford,44.58,-80.73,Canada,,10991
Meliana,39.5272,-0.3492,Spain,,10990
Ross on Wye,51.914,-2.587,United Kingdom,,10990
Guspini,39.54,8.6267,Italy,,10990
Komorniki,52.3361,16.8069,Poland,,10990
Arkadak,51.9333,43.5,Russia,,10990
Ribeirao Bonito,-22.0669,-48.1758,Brazil,minor,10989
Brandywine,38.6963,-76.8846,United States,,10989
Ma'ai,34.5937,102.4814,China,,10988
Gluckstadt,53.7917,9.4219,Germany,,10987
Bardipuram,18.6431,78.1584,India,,10987
Mansinghpur Bijrauli,25.7552,85.5099,India,,10987
Pinhalzinho,-22.78,-46.57,Brazil,minor,10986
Myjava,48.7492,17.5644,Slovakia,minor,10985
Byelaazyorsk,52.45,25.1667,Belarus,,10984
Sabalito,8.8828,-82.8314,Costa Rica,,10984
Gengenbach,48.4,8.0167,Germany,,10984
Wambrechies,50.6861,3.0494,France,,10984
Dayr `Atiyah,34.0954,36.7679,Syria,minor,10984
Huntertown,41.2185,-85.1705,United States,,10984
Altensteig,48.5864,8.6047,Germany,,10983
Nagar Nahusa,25.3959,85.3431,India,,10983
Springdale,39.2909,-84.476,United States,,10983
Santa Cruz Balanya,14.6833,-90.9167,Guatemala,minor,10981
Honwada,16.8111,77.9199,India,,10981
Parauna,-16.9478,-50.4486,Brazil,,10980
Duas Barras,-22.0508,-42.5219,Brazil,minor,10980
Belousovo,55.0833,36.6667,Russia,,10980
Santa Croce Camerina,36.8272,14.5239,Italy,,10979
Pingtouchuanxiang,35.8763,105.3241,China,,10978
Northallerton,54.3378,-1.4285,United Kingdom,,10978
Sendurai,11.253,79.172,India,,10978
Paura Madan Singh,25.7917,85.2333,India,,10978
Fao Rai,18.0179,103.3039,Thailand,minor,10978
Cudworth,53.5784,-1.4149,United Kingdom,,10977
Singoli,24.9667,75.3,India,,10977
Warden,-27.8539,28.9667,South Africa,,10977
Malente,54.1667,10.55,Germany,,10976
Junin,-11.15,-75.9833,Peru,,10976
Chicureo Abajo,-33.2833,-70.6333,Chile,,10975
Oakham,52.6705,-0.7333,United Kingdom,,10975
Yelpur,18.7651,78.3953,India,,10975
Sesto Calende,45.7333,8.6333,Italy,,10975
Adjala-Tosorontio,44.1333,-79.9333,Canada,,10975
Ahmadli,40.3839,49.9475,Azerbaijan,,10974
Pirai do Norte,-13.7619,-39.3789,Brazil,minor,10974
Xintianfeng,24.5581,115.4647,China,,10974
Koronowo,53.3167,17.9333,Poland,,10974
Halfway,39.6162,-77.7703,United States,,10974
Lehman,41.1518,-74.9924,United States,,10974
Magnolia,33.2775,-93.2261,United States,,10973
Manaira,-7.7061,-38.1544,Brazil,minor,10972
Victoria,44.8634,-93.6585,United States,,10972
Punjai Turaiyampalaiyam,11.5142,77.4234,India,,10971
Rekovac,43.8667,21.1333,Serbia,admin,10971
Cachira,7.75,-73.1667,Colombia,minor,10970
Birpur,26.5767,86.0379,India,,10969
Mallagunta,12.6343,78.5194,India,,10969
Takha,26.82,79.3,India,,10969
Satosho,34.5139,133.5569,Japan,,10969
As Sabburah,33.5149,36.125,Syria,,10969
Cabanillas del Campo,40.6383,-3.2353,Spain,,10968
Bawali,22.4041,88.1852,India,,10968
Tixkokob,21.0022,-89.3936,Mexico,minor,10968
Acanceh,20.8133,-89.4524,Mexico,minor,10968
Quartz Hill,34.6527,-118.2163,United States,,10968
Champua,22.0667,85.6658,India,,10967
Lovejoy,33.4426,-84.3177,United States,,10967
Guiratinga,-16.3489,-53.7578,Brazil,minor,10966
Le Taillan-Medoc,44.9053,-0.6686,France,,10966
Bhangha,25.578,87.2782,India,,10966
Campagnano di Roma,42.1333,12.3833,Italy,,10966
Grand Haven,43.0553,-86.2201,United States,,10966
Sarafand,33.4517,35.2908,Lebanon,,10965
Ongwediva,-17.7833,15.7667,Namibia,,10964
Medog,29.4833,95.5,China,minor,10963
Tres Cachoeiras,-29.4558,-49.9239,Brazil,minor,10962
Ramabhadrapuram,18.5,83.2833,India,,10962
Clayton,37.9404,-121.9301,United States,,10962
Terryville,40.9093,-73.0486,United States,,10962
Vengur,10.1413,76.5495,India,,10961
Masakkavundanchettipalaiyam,11.1473,77.0756,India,,10961
Peschiera del Garda,45.4386,10.6886,Italy,,10961
Alamos,27.0275,-108.94,Mexico,minor,10961
Memunda,11.6006,75.6339,India,,10960
Volda,62.15,6.1,Norway,minor,10960
Quimili,-27.6333,-62.4167,Argentina,minor,10959
Dek'emhare,15.0667,39.0333,Eritrea,,10959
Boekel,51.6011,5.6742,Netherlands,minor,10959
Szydlowiec,51.2333,20.85,Poland,minor,10959
Rogozno,52.7492,16.9997,Poland,,10959
Matias Olimpio,-3.7158,-42.5556,Brazil,minor,10958
Sultanhani,38.25,33.55,Turkey,minor,10958
Tarra,8.0475,-73.0836,Colombia,,10957
El Tarra,8.5756,-73.0944,Colombia,minor,10957
Port Salerno,27.1461,-80.1894,United States,,10957
Punitaqui,-30.9,-71.2667,Chile,,10956
Thouare-sur-Loire,47.2683,-1.4394,France,,10956
Nacajuca,18.1692,-93.0197,Mexico,minor,10956
Lyndon,38.2645,-85.5891,United States,,10956
Highgate,51.5716,-0.1448,United Kingdom,,10955
Keles,39.9136,29.2294,Turkey,minor,10955
Herxheim,49.1469,8.22,Germany,,10954
Great Wyrley,52.6593,-2.0102,United Kingdom,,10954
Tirupporur,12.7259,80.1895,India,,10954
Iioka,35.7,140.7167,Japan,,10954
Cunha Pora,-26.8939,-53.1678,Brazil,minor,10953
Issoudun,46.9608,1.9944,France,minor,10953
Tortoli,39.9333,9.65,Italy,minor,10953
Tamezmout,30.8075,-6.1142,Morocco,,10953
Longford,53.727,-7.7998,Ireland,admin,10952
Mainvilliers,48.4539,1.4628,France,,10950
Bishunpur Hakimabad,25.8453,85.8432,India,,10950
Palsud,21.8262,74.9691,India,,10950
Red Bank,33.9309,-81.2322,United States,,10950
Borsbeek,51.1932,4.4879,Belgium,,10949
Devgeri,14.8512,75.3705,India,,10949
Satai,24.722,79.631,India,,10949
Rosario,12.52,124.42,Philippines,,10949
Ibiraci,-20.4619,-47.1219,Brazil,minor,10948
Uttukkuli,11.1689,77.4543,India,,10948
Mahmuda,25.0531,85.2662,India,,10948
Al Ghayzah,16.2106,52.1711,Yemen,admin,10948
Volkermarkt,46.6667,14.6333,Austria,minor,10946
Nao Kothi,25.5196,86.1954,India,,10946
Cepagatti,42.3658,14.0767,Italy,,10946
Alberique,39.1167,-0.5211,Spain,,10945
Vadamugam Vellodu,11.2366,77.6617,India,,10945
Pottireddippatti,11.1659,78.2708,India,,10945
Kamianka,49.0333,32.1,Ukraine,,10945
Nallamada,14.2164,77.9944,India,,10944
Ruisui,23.4333,121.5,Taiwan,,10944
Cassa de la Selva,41.8892,2.8772,Spain,,10943
Cacaopera,13.7667,-88.0833,El Salvador,,10943
Ebreichsdorf,47.9667,16.4,Austria,,10942
Hasseh,32.7067,51.7556,Iran,,10942
Little Ferry,40.8464,-74.0388,United States,,10942
Hamilton Township,44.054,-78.2164,Canada,,10942
Kalavapudi,16.4623,81.3887,India,,10941
Rialma,-15.315,-49.5844,Brazil,minor,10940
Lichtenau,51.6,8.8833,Germany,,10940
Rokytne,49.6667,30.4833,Ukraine,minor,10938
Malvern,34.3734,-92.8205,United States,,10938
Itamarati,-6.425,-68.2528,Brazil,minor,10937
Pedappai,12.8854,80.022,India,,10936
Nadendla,16.175,80.1861,India,,10935
Mena,51.5167,32.2167,Ukraine,,10935
Semuto,0.62,32.3278,Uganda,,10935
Texcatepec,20.5833,-98.3667,Mexico,minor,10934
Vimmerby,57.6667,15.85,Sweden,minor,10934
Cantagalo,-25.3739,-52.1258,Brazil,minor,10933
Alavus,62.5917,23.6167,Finland,minor,10933
Trets,43.4475,5.6836,France,,10933
Kabirpur,26.2661,84.205,India,,10933
Garmeh,36.9864,56.2881,Iran,minor,10933
Mazzarino,37.3,14.2,Italy,,10932
Sangeorz-Bai,47.37,24.68,Romania,,10931
Kaniyur,11.093,77.156,India,,10930
Attard,35.8928,14.4383,Malta,admin,10930
Malden,51.7808,5.8544,Netherlands,minor,10930
Schkopau,51.3833,11.9667,Germany,,10929
Chaoke,30.1847,75.3362,India,,10929
Oued Amlil,34.2,-4.2833,Morocco,,10929
Orsta,62.2,6.15,Norway,minor,10929
Ingelmunster,50.9167,3.25,Belgium,,10928
Swarna,15.8542,80.2858,India,,10928
Sao Pedro da Agua Branca,-5.085,-48.4289,Brazil,minor,10927
Karakthal,23.2001,71.7271,India,,10927
Stratford,46.2167,-63.0893,Canada,,10927
Minamiise,34.35,136.7,Japan,,10926
Abertillery,51.73,-3.13,United Kingdom,,10925
Sisia,25.4539,87.4549,India,,10925
Hakone,35.1894,139.0247,Japan,,10925
Langenzenn,49.4944,10.7947,Germany,,10924
Sankhavaram,15.0497,78.9836,India,,10924
Chinnatadagam,11.0816,76.8674,India,,10924
Bariarpur Kandh,25.9391,85.4674,India,,10924
Selsey,50.735,-0.7898,United Kingdom,,10923
Basbiti,26.0939,86.5289,India,,10923
Madna,26.3963,86.3884,India,,10923
Hollinwood,53.5183,-2.144,United Kingdom,,10920
Kuttappatti,11.7939,77.9225,India,,10920
Pellezzano,40.7333,14.7667,Italy,,10920
Barberino di Mugello,44,11.2333,Italy,,10920
Tibubeneng,-8.6469,115.1503,Indonesia,,10919
Totowa,40.9039,-74.2214,United States,,10919
Karlsdorf-Neuthard,49.1364,8.5439,Germany,,10918
Wronki,52.7,16.3833,Poland,,10918
Gueoul,15.4833,-16.35,Senegal,,10918
Fondettes,47.405,0.5997,France,,10917
Sontha,26.1861,87.7766,India,,10917
Santona,43.4414,-3.4575,Spain,,10916
Tizi,35.3167,0.0667,Algeria,,10915
Barnoldswick,53.9147,-2.1895,United Kingdom,,10915
Blitta,8.3234,0.9859,Togo,,10915
Varto,39.1731,41.4558,Turkey,minor,10914
Arniya,25.715,85.5448,India,,10913
Venosa,40.9667,15.8167,Italy,,10913
White City,42.4316,-122.8322,United States,,10913
Derinkuyu,38.3736,34.7347,Turkey,minor,10912
Bueno Brandao,-22.4408,-46.3508,Brazil,minor,10911
Lowell,41.2917,-87.4195,United States,,10911
Groairas,-3.9128,-40.3828,Brazil,minor,10910
Conceicao do Castelo,-20.3678,-41.2439,Brazil,minor,10910
Agua Doce,-18.5464,-40.9828,Brazil,minor,10909
Kavaklidere,37.4469,28.3633,Turkey,minor,10909
Sedavi,39.425,-0.385,Spain,,10908
Cumayeri,40.8736,30.9508,Turkey,minor,10908
Costesti,46.8678,28.8022,Moldova,,10907
Meulebeke,50.95,3.2833,Belgium,,10906
Tifni,31.6281,-6.9444,Morocco,,10906
Oued Sebbah,35.3725,-0.8114,Algeria,,10905
Ogose,35.9645,139.2942,Japan,,10905
Krosno Odrzanskie,52.0333,15.1,Poland,minor,10905
Yairipok,24.6779,94.0477,India,,10904
Koilakh,26.3358,86.201,India,,10904
Roque Perez,-35.4167,-59.3167,Argentina,minor,10902
Fife,47.2329,-122.3518,United States,,10902
Muswellbrook,-32.2656,150.8886,Australia,,10901
Lincoln Park,40.9239,-74.3035,United States,,10901
Romiley,53.4113,-2.0842,United Kingdom,,10900
Shoo,35.05,134.1167,Japan,,10900
Tayga,56.0667,85.6167,Russia,,10900
Khanjahanpur,25.6055,86.0927,India,,10899
Sangram,26.3141,86.3515,India,,10899
Staryya Darohi,53.0394,28.265,Belarus,minor,10898
Karikad,10.6917,76.0722,India,,10898
Diamniadio,14.7199,-17.1842,Senegal,,10898
Chiltiupan,13.5833,-89.4667,El Salvador,,10897
West Caldwell,40.8488,-74.2971,United States,,10897
Wantage,41.2431,-74.6258,United States,,10897
Passa e Fica,-6.4358,-35.6428,Brazil,minor,10896
Tarwara,26.2007,84.4874,India,,10896
Minamisanriku,38.6793,141.4608,Japan,,10896
Summit,41.7877,-87.8146,United States,,10896
Chevigny-Saint-Sauveur,47.3025,5.1364,France,,10895
Arcachon,44.65,-1.17,France,minor,10895
Imeni Chapayeva,40.2778,72.6361,Kyrgyzstan,,10895
Xudat,41.6339,48.6772,Azerbaijan,,10894
Castel Mella,45.5,10.15,Italy,,10894
Oulad Hammou,33.1156,-7.9333,Morocco,,10894
Nyakosoba,-29.5047,27.8692,Lesotho,,10893
Gilbues,-9.8319,-45.3439,Brazil,minor,10892
Kodmial,18.6333,78.9,India,,10892
Mineral de Angangueo,19.6167,-100.2833,Mexico,minor,10892
Alto Rio Doce,-21.0258,-43.4108,Brazil,minor,10891
Kiratpur Rajaram,25.856,85.285,India,,10891
Tanant,31.8667,-6.95,Morocco,,10891
Great Harwood,53.786,-2.408,United Kingdom,,10890
Hardia,26.6184,84.8857,India,,10890
Erraguntla,15.2821,78.5106,India,,10890
Ghanpur,17.4989,78.2225,India,,10890
Qasr-e Qomsheh,29.7756,52.4417,Iran,,10890
Soyalo,16.9333,-92.9833,Mexico,minor,10890
Gornozavodsk,58.3667,58.3333,Russia,minor,10890
Bernardo de Irigoyen,-26.25,-53.9833,Argentina,minor,10889
Pocono,41.0612,-75.3102,United States,,10889
Troy,38.7268,-89.8977,United States,,10889
Damascus,45.4233,-122.4436,United States,,10888
Saire,-8.3278,-35.7058,Brazil,minor,10887
Yacopi,5.4667,-74.3333,Colombia,minor,10887
Annoeullin,50.53,2.9336,France,,10887
Wisla,49.6549,18.8595,Poland,,10887
Furth,49.65,8.7833,Germany,,10886
Findikli,41.1333,41.0167,Turkey,minor,10886
Kapaa,22.091,-159.3521,United States,,10886
Tremonton,41.7187,-112.189,United States,,10886
San Roque,-28.5667,-58.7167,Argentina,minor,10885
Beni Abbes,30.08,-2.1,Algeria,admin,10885
Inverurie,57.2842,-2.3747,United Kingdom,,10885
Kandry,54.55,54.1,Russia,,10885
Gentio do Ouro,-11.4289,-42.5058,Brazil,minor,10884
Coroaci,-18.6219,-42.2858,Brazil,minor,10884
Yungay,-37.1194,-72.0189,Chile,,10884
Lavaur,43.6997,1.8197,France,,10884
Hambuhren,52.6333,9.9833,Germany,,10882
Carencro,30.3126,-92.0388,United States,,10882
Boizenburg,53.3667,10.7167,Germany,,10881
Tarare,45.8969,4.4339,France,,10881
Roscoe,42.4256,-89.0084,United States,,10881
Conceicao dos Ouros,-22.4128,-45.7978,Brazil,minor,10880
Rambilli,17.4644,82.9314,India,,10880
Chandur,16.98,79.06,India,,10880
Timonium,39.4459,-76.6032,United States,,10880
Bofete,-23.1022,-48.2578,Brazil,minor,10879
Harri,26.3238,86.2975,India,,10879
Garkha,25.8293,84.8617,India,,10879
Petrovka,42.8392,74.0203,Kyrgyzstan,,10879
Wegorzewo,54.2167,21.75,Poland,minor,10879
Mae Wang,18.6567,98.6816,Thailand,minor,10879
Sahoria Subhai,25.9028,87.0421,India,,10878
Khan Bebin,37.0097,54.9858,Iran,,10878
Serravalle,43.9717,12.4817,San Marino,admin,10878
Bedford Heights,41.4041,-81.5053,United States,,10876
Rush,53.5218,-6.0891,Ireland,,10875
Pallarimangalam,10.0617,77.059,India,,10875
Siversk,48.8631,38.0972,Ukraine,,10875
Kothri Kalan,23.0722,76.8296,India,,10874
Douar El Mellaliyine,35.6264,-5.3414,Morocco,,10874
Santa Rosa de Rio Primero,-31.15,-63.3833,Argentina,minor,10873
Shing,39.2833,67.8,Tajikistan,,10873
Hudson,28.3595,-82.6894,United States,,10873
Stephanskirchen,47.85,12.1833,Germany,,10872
Winnersh,51.4281,-0.8794,United Kingdom,,10872
Estanzuela,15,-89.5667,Guatemala,minor,10872
Panetha,21.92,73.08,India,,10872
Anenii Noi,46.8817,29.2308,Moldova,admin,10872
Fox Lake,42.4239,-88.1844,United States,,10872
Ville-d'Avray,48.8261,2.1933,France,,10871
Sagarejo,41.7369,45.3258,Georgia,minor,10871
Sugarmill Woods,28.7299,-82.501,United States,,10871
East Cocalico,40.2242,-76.1057,United States,,10871
Churchdown,51.88,-2.17,United Kingdom,,10870
Ankasakasabe,-16.3491,44.853,Madagascar,,10870
Manville,40.542,-74.5892,United States,,10870
Governador Lindenberg,-19.2519,-40.4608,Brazil,minor,10869
Steinbach am Taunus,50.1667,8.5667,Germany,,10869
Arouca,10.6333,-61.3333,Trinidad and Tobago,,10869
Puck,54.7,18.4,Poland,minor,10868
Avelino Lopes,-10.1369,-43.9489,Brazil,minor,10866
Ramchandarpur,25.2365,86.1459,India,,10866
Rio dos Cedros,-26.7378,-49.2739,Brazil,minor,10865
Maryport,54.7128,-3.4926,United Kingdom,,10865
Phrai Bueng,14.7483,104.3626,Thailand,minor,10864
Martin,36.3385,-88.8513,United States,,10864
Guantingzhan,40.2492,115.578,China,,10863
Bistan,21.6979,75.6657,India,,10863
Tanippadi,12.1078,78.834,India,,10863
Amjhera,22.5578,75.1185,India,,10863
Mataili Khemchand,25.5612,87.1685,India,,10863
Canton,32.5975,-90.0317,United States,,10863
Burrel,41.6083,20.0111,Albania,,10862
Etoumbi,0.0208,14.8933,Congo (Brazzaville),,10862
Davos,46.8091,9.8398,Switzerland,minor,10862
Rumburk,50.9517,14.5572,Czechia,,10861
Vikhorevka,56.1167,101.1667,Russia,,10861
Sanjiangkou,24.7579,104.5901,China,,10860
Mogotes,6.4833,-72.9667,Colombia,minor,10860
Soham,52.334,0.336,United Kingdom,,10860
Whitburn,55.8621,-3.6872,United Kingdom,,10860
Wan Tau Tong,22.4423,114.167,Hong Kong,,10860
Geldermalsen,51.8789,5.2897,Netherlands,minor,10860
Oak Ridge,41.0323,-74.4971,United States,,10860
Nirpur,25.7192,87.1507,India,,10859
El Ghourdane,32.3205,-8.7637,Morocco,,10859
Maltby,47.8027,-122.1044,United States,,10859
West Hanover,40.3635,-76.7468,United States,,10859
Sarmiento,-45.6,-69.0833,Argentina,minor,10858
Ukal,21.2167,73.5833,India,,10858
Shamsabad,32.2978,48.4283,Iran,,10858
Belmonte Mezzagno,38.05,13.3833,Italy,,10858
Adda-Doueni,-12.3,44.5,Comoros,,10858
Risch,47.134,8.4662,Switzerland,,10857
Nauheim,49.9506,8.4631,Germany,,10856
Bratsigovo,42.017,24.367,Bulgaria,,10855
Lezignan-Corbieres,43.2014,2.7584,France,,10855
Chirak,30.7206,75.1718,India,,10855
Cleveland,33.744,-90.7285,United States,,10855
Laghzawna,33.189,-7.684,Morocco,,10854
Pleasanton,28.9642,-98.4957,United States,,10854
Lichtenstein,50.7564,12.6317,Germany,,10853
Amneville,49.2614,6.1425,France,,10853
Rainhill,53.4157,-2.7625,United Kingdom,,10853
Mudki,30.78,74.8811,India,,10853
DeForest,43.2301,-89.3431,United States,,10853
Passy,45.9244,6.6872,France,,10852
Grand Gosier,18.1854,-71.9182,Haiti,,10852
Venafro,41.4833,14.05,Italy,,10852
Asahi,36.9462,137.5599,Japan,,10852
Onna,26.4833,127.85,Japan,,10852
Pir Bakran,32.4678,51.5556,Iran,,10851
Estevan,49.1392,-102.9861,Canada,,10851
Anuppampattu,13.3018,80.2258,India,,10850
Tiruppalaikudi,9.5461,78.9172,India,,10850
Gol Tappeh,35.4867,51.565,Iran,,10850
Venmani Padinjara,9.4735,76.5487,India,,10849
Dolbeau,48.8666,-72.2333,Canada,,10849
Palakollu,16.5333,81.7333,India,,10848
Maryanaj,34.8308,48.4603,Iran,,10848
Mouans-Sartoux,43.6211,6.9725,France,,10847
Boaz,34.1985,-86.1529,United States,,10847
Martinopole,-3.2258,-40.6969,Brazil,minor,10846
Sucua,-2.46,-78.17,Ecuador,minor,10846
Le Pont-de-Claix,45.1289,5.6989,France,,10846
Aurahi,25.5709,86.9668,India,,10846
Brunete,40.4,-3.9936,Spain,,10845
Patrasaer,23.1968,87.5272,India,,10844
Yellayapalem,14.5378,79.9515,India,,10843
Armutlu,40.5167,28.8333,Turkey,minor,10843
McKee City,39.4465,-74.6445,United States,,10843
Phibun Mangsahan,15.2447,105.2291,Thailand,minor,10842
Pattanam,11.4728,78.2109,India,,10841
Villa Corzo,16.1848,-93.2677,Mexico,minor,10841
Wald-Michelbach,49.5667,8.8333,Germany,,10840
Afonso Bezerra,-5.4978,-36.5058,Brazil,minor,10839
Ghagga,30.0198,76.1041,India,,10839
Kulgo,24.0154,85.9743,India,,10839
Forestville,38.8518,-76.8708,United States,,10839
Amarpur,23.53,91.64,India,,10838
Avintes,41.1066,-8.5515,Portugal,,10838
